horodatage,modele,fournisseur_matiere,numero_pastille,pastille_retaillee,numero_passage,four_consigne_C,four_reel_C,inducteur_puissance_1_consigne_kW,inducteur_puissance_1_reel_kW,inducteur_puissance_2_consigne_kW,inducteur_puissance_2_reel_kW,pyrometre_inducteur_1_C,pyrometre_inducteur_2_C,frette_int_consigne_C,frette_int_reel_C,frette_ext_consigne_C,frette_ext_reel_C,temps_chauffe_inducteur_s,temps_transition_s,compteur_chauffe_ok,compteur_frappe_ok,machine,nom_recette,diametre_apres_filage_mm,longueur_apres_filage_mm,concentricite_mm,conformite_diametre,conformite_longueur,conformite_concentricite,conformite_globale,ecart_diametre_mm,ecart_longueur_mm,ecart_concentricite_mm,regime_anomalie,inducteur_1_point_1_C,inducteur_1_point_2_C,inducteur_1_point_3_C,inducteur_1_point_4_C,inducteur_2_point_1_C,inducteur_2_point_2_C,inducteur_2_point_3_C,inducteur_2_point_4_C,lvdt_01_consigne_mm,lvdt_01_reel_mm,lvdt_01_ecart_mm,lvdt_02_consigne_mm,lvdt_02_reel_mm,lvdt_02_ecart_mm,lvdt_03_consigne_mm,lvdt_03_reel_mm,lvdt_03_ecart_mm,lvdt_04_consigne_mm,lvdt_04_reel_mm,lvdt_04_ecart_mm,lvdt_05_consigne_mm,lvdt_05_reel_mm,lvdt_05_ecart_mm,lvdt_06_consigne_mm,lvdt_06_reel_mm,lvdt_06_ecart_mm,lvdt_07_consigne_mm,lvdt_07_reel_mm,lvdt_07_ecart_mm,lvdt_08_consigne_mm,lvdt_08_reel_mm,lvdt_08_ecart_mm,lvdt_09_consigne_mm,lvdt_09_reel_mm,lvdt_09_ecart_mm,lvdt_10_consigne_mm,lvdt_10_reel_mm,lvdt_10_ecart_mm,lvdt_11_consigne_mm,lvdt_11_reel_mm,lvdt_11_ecart_mm,lvdt_12_consigne_mm,lvdt_12_reel_mm,lvdt_12_ecart_mm,lvdt_13_consigne_mm,lvdt_13_reel_mm,lvdt_13_ecart_mm,lvdt_14_consigne_mm,lvdt_14_reel_mm,lvdt_14_ecart_mm,lvdt_15_consigne_mm,lvdt_15_reel_mm,lvdt_15_ecart_mm,lvdt_16_consigne_mm,lvdt_16_reel_mm,lvdt_16_ecart_mm,lvdt_17_consigne_mm,lvdt_17_reel_mm,lvdt_17_ecart_mm,lvdt_18_consigne_mm,lvdt_18_reel_mm,lvdt_18_ecart_mm,lvdt_19_consigne_mm,lvdt_19_reel_mm,lvdt_19_ecart_mm,lvdt_20_consigne_mm,lvdt_20_reel_mm,lvdt_20_ecart_mm,lvdt_21_consigne_mm,lvdt_21_reel_mm,lvdt_21_ecart_mm
2026-05-10 19:21:37,PIECE_A,FournC,10265,True,1,416.26,401.64,61.553,60.308,57.785,58.898,932.47,1052.85,188.54,187.93,178.18,177.26,10.4,6.18,264,229,M2225,3M1L2A_C,28.5066,124.965,0.00422,OK,OK,OK,OK,0.0066,-0.035,0.00422,normal,928.17,932.63,918.51,913.85,1032.43,1071.88,1054.63,1077.87,18.9863,18.9647,-0.0216,38.11,38.0227,-0.0873,40.2715,40.3159,0.0444,36.0397,35.9505,-0.0892,14.9414,14.8536,-0.0878,47.9814,47.9883,0.0069,29.2319,29.3283,0.0964,26.6968,26.6079,-0.0889,22.1202,22.1891,0.0689,31.5848,31.5743,-0.0105,42.8667,42.923,0.0563,39.8624,39.7787,-0.0837,22.6083,22.5745,-0.0338,28.3674,28.4321,0.0647,40.3367,40.4205,0.0838,42.0199,41.9974,-0.0225,46.4451,46.5107,0.0656,18.0327,17.9812,-0.0515,33.4655,33.5284,0.0629,30.3249,30.4042,0.0793,46.1119,46.0564,-0.0555
2026-05-10 19:21:42,PIECE_A,FournA,10266,False,4,567.96,567.25,118.782,117.83,98.285,97.193,815.6,939.76,183.61,182.97,124.81,123.98,24.67,5.02,265,230,M2225,3M1L2A_C,28.4955,124.947,0.00552,OK,OK,OK,OK,-0.0045,-0.053,0.00552,normal,834.57,815.19,836.0,833.52,954.55,935.23,954.55,966.38,43.042,43.01,-0.032,18.9652,19.0644,0.0992,14.6383,14.7107,0.0724,28.3475,28.419,0.0715,31.241,31.2151,-0.0259,44.8532,44.8116,-0.0416,40.3975,40.4675,0.07,13.2318,13.2324,0.0006,45.1054,45.1831,0.0777,34.2226,34.1651,-0.0575,28.5312,28.6041,0.0729,17.9484,17.8502,-0.0982,12.4248,12.4324,0.0076,30.2134,30.3031,0.0897,16.3336,16.4244,0.0908,25.8397,25.7499,-0.0898,28.445,28.3986,-0.0464,40.5639,40.4647,-0.0992,17.0222,17.0605,0.0383,40.178,40.1613,-0.0167,40.8195,40.9072,0.0877
2026-05-10 19:21:47,PIECE_A,FournC,10267,False,3,538.02,555.52,145.721,141.547,50.956,52.001,971.56,1026.72,197.32,198.3,134.2,134.59,29.21,2.7,266,231,M2225,3M1L3A_C,28.5066,124.982,0.00891,OK,OK,OK,OK,0.0066,-0.018,0.00891,normal,994.83,951.94,943.93,970.36,1028.55,1052.31,1004.87,1011.55,28.9523,28.9687,0.0164,47.7302,47.7499,0.0197,18.3786,18.4083,0.0297,41.1908,41.1568,-0.034,26.8617,26.8784,0.0167,26.9963,27.0488,0.0525,12.5727,12.5464,-0.0263,42.6531,42.6894,0.0363,33.5227,33.4428,-0.0799,21.0367,21.0074,-0.0293,18.6314,18.7128,0.0814,32.9755,32.9046,-0.0709,15.5027,15.5779,0.0752,17.1252,17.1905,0.0653,27.5643,27.5643,0.0,22.8767,22.9423,0.0656,37.3118,37.3359,0.0241,22.8514,22.8321,-0.0193,47.6423,47.677,0.0347,24.3298,24.2945,-0.0353,29.1813,29.1353,-0.046
2026-05-10 19:21:52,PIECE_A,FournB,10268,False,2,569.45,550.5,70.692,69.144,123.668,120.055,890.94,877.2,199.18,197.5,178.78,179.91,24.12,5.98,267,232,M2224,3M1L1A_C,28.5028,125.007,0.0153,OK,OK,OK,OK,0.0028,0.007,0.0153,normal,886.84,888.75,894.85,874.36,862.79,883.98,879.81,893.28,23.1105,23.038,-0.0725,16.5182,16.4726,-0.0456,32.2436,32.2704,0.0268,23.901,23.8448,-0.0562,13.5364,13.4856,-0.0508,30.5282,30.611,0.0828,42.883,42.8749,-0.0081,41.74,41.7574,0.0174,39.873,39.8088,-0.0642,24.782,24.8708,0.0888,15.705,15.7408,0.0358,17.3662,17.4082,0.042,37.5933,37.6104,0.0171,31.4966,31.4729,-0.0237,46.3248,46.2719,-0.0529,40.2638,40.2331,-0.0307,45.675,45.7706,0.0956,21.6344,21.6415,0.0071,27.5919,27.5374,-0.0545,43.2482,43.1604,-0.0878,27.3401,27.3756,0.0355
2026-05-10 19:21:57,PIECE_A,FournC,10269,False,5,525.6,547.22,113.339,116.577,65.772,66.265,894.34,939.23,180.33,180.53,162.46,163.0,25.96,6.71,268,233,M2225,3M1L1A_C,28.4934,124.995,0.00174,OK,OK,OK,OK,-0.0066,-0.005,0.00174,normal,910.01,894.74,889.43,879.52,943.31,953.2,953.22,913.01,38.227,38.2327,0.0057,35.0334,34.9612,-0.0722,34.5527,34.4987,-0.054,25.2305,25.2097,-0.0208,17.6314,17.6609,0.0295,35.5761,35.6693,0.0932,28.7497,28.6864,-0.0633,34.0403,33.9778,-0.0625,43.8456,43.9166,0.071,26.2978,26.3715,0.0737,15.8431,15.9372,0.0941,12.4897,12.5362,0.0465,15.2056,15.2724,0.0668,21.9402,21.9773,0.0371,24.2391,24.1726,-0.0665,45.4078,45.3524,-0.0554,47.0776,47.0251,-0.0525,35.3821,35.3401,-0.042,33.006,32.9782,-0.0278,44.6389,44.6443,0.0054,27.218,27.1678,-0.0502
2026-05-10 19:22:02,PIECE_A,FournB,10270,False,1,595.67,595.27,132.461,131.075,122.355,122.101,890.12,1051.84,160.84,162.9,136.65,137.35,28.65,6.87,269,234,M2225,3M1L1A_C,28.5098,124.988,0.00621,OK,OK,OK,OK,0.0098,-0.012,0.00621,normal,881.34,866.2,869.53,868.53,1059.51,1078.54,1073.91,1079.71,35.0216,35.03,0.0084,30.7006,30.7996,0.099,47.3265,47.3156,-0.0109,47.2223,47.2551,0.0328,15.4122,15.4229,0.0107,35.4099,35.4753,0.0654,14.9153,14.9853,0.07,20.2581,20.3432,0.0851,34.2167,34.2716,0.0549,34.0415,34.0037,-0.0378,21.4464,21.5447,0.0983,13.1383,13.2244,0.0861,17.6149,17.6653,0.0504,34.6192,34.5227,-0.0965,22.5629,22.6332,0.0703,17.209,17.1504,-0.0586,42.2238,42.2033,-0.0205,30.2936,30.3404,0.0468,37.0276,37.0893,0.0617,37.8242,37.7754,-0.0488,14.3743,14.3278,-0.0465
2026-05-10 19:22:07,PIECE_A,FournA,10271,True,4,409.05,410.77,101.096,103.692,66.916,65.683,1040.76,814.88,197.18,197.49,177.5,179.15,10.16,4.7,270,235,M2224,3M1L2A_C,28.4913,124.938,0.00505,OK,OK,OK,OK,-0.0087,-0.062,0.00505,normal,1067.46,1019.06,1017.11,1032.5,795.65,821.7,830.65,805.37,41.5742,41.5574,-0.0168,28.5424,28.5053,-0.0371,24.4489,24.3968,-0.0521,21.8469,21.8398,-0.0071,18.2061,18.1167,-0.0894,25.5331,25.4417,-0.0914,46.1273,46.0937,-0.0336,32.625,32.6896,0.0646,19.8896,19.8102,-0.0794,30.3794,30.2899,-0.0895,30.4484,30.5023,0.0539,47.2411,47.1632,-0.0779,20.9735,21.0563,0.0828,46.5116,46.6037,0.0921,15.9106,15.8769,-0.0337,16.2247,16.2085,-0.0162,15.3002,15.2947,-0.0055,21.472,21.5678,0.0958,32.7957,32.8257,0.03,40.5284,40.6106,0.0822,35.9589,35.9507,-0.0082
2026-05-10 19:22:12,PIECE_A,FournC,10272,False,2,546.2,528.27,113.504,113.381,127.109,130.489,808.91,886.2,153.59,154.31,125.89,127.27,13.62,4.83,271,236,M2224,3M1L1A_C,28.5059,125.039,0.00025,OK,OK,OK,OK,0.0059,0.039,0.00025,normal,815.96,829.92,814.47,820.64,867.14,922.81,871.74,895.01,42.1746,42.1924,0.0178,27.7668,27.733,-0.0338,33.5605,33.6105,0.05,25.4351,25.5074,0.0723,47.0246,47.1156,0.091,32.6573,32.5893,-0.068,21.2876,21.2099,-0.0777,45.8353,45.9105,0.0752,46.6359,46.5505,-0.0854,47.18,47.09,-0.09,42.8029,42.7661,-0.0368,13.6365,13.6233,-0.0132,30.3292,30.349,0.0198,16.6548,16.6719,0.0171,40.092,40.0153,-0.0767,23.0742,23.0887,0.0145,28.7624,28.7962,0.0338,20.5975,20.5417,-0.0558,39.155,39.1375,-0.0175,26.003,25.9099,-0.0931,33.1121,33.1374,0.0253
2026-05-10 19:22:17,PIECE_A,FournA,10273,False,2,524.45,536.85,86.216,86.726,126.984,130.121,969.34,866.17,150.83,151.87,129.23,129.65,29.04,2.51,272,237,M2225,3M1L2A_C,28.4927,125.001,0.00642,OK,OK,OK,OK,-0.0073,0.001,0.00642,normal,950.73,973.0,1000.25,948.45,863.22,866.26,877.35,882.39,23.7292,23.6933,-0.0359,24.73,24.771,0.041,27.2992,27.391,0.0918,12.7651,12.7155,-0.0496,42.3187,42.3119,-0.0068,15.9829,15.9749,-0.008,47.0649,46.9838,-0.0811,27.3265,27.3755,0.049,16.5886,16.6426,0.054,44.6776,44.6765,-0.0011,18.8686,18.939,0.0704,47.2788,47.3114,0.0326,33.4182,33.4126,-0.0056,38.2743,38.2823,0.008,15.0517,14.9819,-0.0698,19.6387,19.6854,0.0467,31.3957,31.4873,0.0916,32.4225,32.4534,0.0309,36.8824,36.793,-0.0894,37.7609,37.7051,-0.0558,26.8312,26.8382,0.007
2026-05-10 19:22:22,PIECE_A,FournC,10274,False,5,441.24,443.3,107.738,108.474,108.753,105.927,1014.8,833.4,174.68,176.4,172.17,172.68,14.46,2.12,273,238,M2224,3M1L3A_C,28.5008,124.946,0.00089,OK,OK,OK,OK,0.0008,-0.054,0.00089,normal,1024.11,1011.67,1029.48,1022.2,837.01,823.2,806.81,838.7,20.3111,20.3363,0.0252,47.27,47.3526,0.0826,20.9085,20.8904,-0.0181,23.0636,22.9705,-0.0931,20.2049,20.2054,0.0005,44.833,44.8722,0.0392,29.4008,29.4004,-0.0004,14.7938,14.7178,-0.076,19.6852,19.7135,0.0283,13.2683,13.3226,0.0543,25.9753,25.9455,-0.0298,25.6887,25.727,0.0383,46.3913,46.2982,-0.0931,45.3331,45.4231,0.09,46.6133,46.5314,-0.0819,12.786,12.7167,-0.0693,40.9252,40.8275,-0.0977,41.3302,41.3608,0.0306,37.5291,37.4696,-0.0595,24.2355,24.2446,0.0091,43.4194,43.4638,0.0444
2026-05-10 19:22:27,PIECE_A,FournA,10275,False,1,517.88,498.71,66.273,67.936,92.917,93.186,835.52,1114.32,161.96,162.75,150.73,150.38,20.2,3.98,274,239,M2224,3M1L1A_C,28.4994,125.024,0.00053,OK,OK,OK,OK,-0.0006,0.024,0.00053,normal,841.97,856.29,841.06,829.31,1088.48,1122.75,1128.13,1113.26,16.8417,16.9314,0.0897,35.7208,35.6745,-0.0463,45.5151,45.5015,-0.0136,12.2008,12.1505,-0.0503,16.3779,16.3089,-0.069,39.7977,39.767,-0.0307,38.1771,38.1838,0.0067,19.3504,19.3525,0.0021,23.0965,23.1734,0.0769,29.5241,29.5681,0.044,40.8583,40.9327,0.0744,25.2936,25.3777,0.0841,32.1628,32.0822,-0.0806,29.6088,29.5893,-0.0195,21.8588,21.8284,-0.0304,43.8274,43.8219,-0.0055,22.2617,22.2711,0.0094,20.8,20.8241,0.0241,35.0938,35.0837,-0.0101,42.2453,42.168,-0.0773,18.7673,18.8572,0.0899
2026-05-10 19:22:32,PIECE_A,FournA,10276,True,4,457.92,447.95,52.529,54.031,55.157,56.655,1105.62,1075.16,159.38,158.97,132.95,132.17,19.38,5.23,275,240,M2225,3M1L1A_C,28.498,125.014,0.01032,OK,OK,OK,OK,-0.002,0.014,0.01032,normal,1110.24,1093.81,1109.13,1142.7,1086.73,1096.5,1070.01,1101.97,39.8663,39.9405,0.0742,15.7359,15.7147,-0.0212,38.0589,38.0362,-0.0227,33.4466,33.3892,-0.0574,38.8464,38.8717,0.0253,37.0197,37.0155,-0.0042,14.1099,14.0402,-0.0697,45.0185,45.108,0.0895,32.199,32.1381,-0.0609,26.8853,26.9294,0.0441,36.3158,36.3331,0.0173,16.9242,16.9866,0.0624,33.0095,32.9722,-0.0373,15.3421,15.4326,0.0905,21.0838,21.0136,-0.0702,44.0127,44.0401,0.0274,29.342,29.3273,-0.0147,24.7084,24.6338,-0.0746,28.0661,28.0776,0.0115,22.9972,22.9611,-0.0361,33.9198,33.9769,0.0571
2026-05-10 19:22:37,PIECE_A,FournB,10277,False,5,444.25,443.43,84.582,85.378,135.336,134.563,816.62,1058.08,164.62,163.75,125.02,125.39,19.8,7.87,276,241,M2224,3M1L2A_C,28.492,125.03,0.00649,OK,OK,OK,OK,-0.008,0.03,0.00649,normal,835.51,811.04,797.89,807.28,1028.26,1051.43,1077.02,1096.41,13.8689,13.7974,-0.0715,25.375,25.3621,-0.0129,32.6245,32.5941,-0.0304,24.1874,24.2796,0.0922,21.9315,22.0149,0.0834,42.2871,42.3839,0.0968,39.7304,39.8194,0.089,29.8122,29.8223,0.0101,22.5471,22.5019,-0.0452,24.5659,24.5029,-0.063,13.1771,13.1232,-0.0539,47.5249,47.5015,-0.0234,26.1468,26.0944,-0.0524,41.8428,41.7679,-0.0749,45.2886,45.1904,-0.0982,25.6342,25.6272,-0.007,32.1618,32.2047,0.0429,39.8102,39.8984,0.0882,28.8595,28.7945,-0.065,33.0783,33.0672,-0.0111,14.4424,14.483,0.0406
2026-05-10 19:22:42,PIECE_A,FournC,10278,False,3,551.22,553.36,76.461,76.294,140.084,138.215,1070.04,915.92,185.73,184.93,163.02,162.65,23.65,5.18,277,242,M2224,3M1L1A_C,28.4966,125.039,0.00332,OK,OK,OK,OK,-0.0034,0.039,0.00332,normal,1074.75,1096.86,1059.26,1074.12,918.72,903.93,909.87,938.76,20.0985,20.1929,0.0944,28.4517,28.5158,0.0641,22.6013,22.5788,-0.0225,15.3739,15.3987,0.0248,28.6749,28.7445,0.0696,34.3843,34.4604,0.0761,39.9067,39.9388,0.0321,36.0262,36.0446,0.0184,21.289,21.2705,-0.0185,24.8925,24.7955,-0.097,19.8646,19.8066,-0.058,34.298,34.37,0.072,42.948,42.9241,-0.0239,12.1268,12.1988,0.072,36.3013,36.3867,0.0854,30.0382,30.0263,-0.0119,13.4379,13.4696,0.0317,29.5134,29.5142,0.0008,28.4049,28.3692,-0.0357,46.9482,47.0047,0.0565,39.6626,39.75,0.0874
2026-05-10 19:22:47,PIECE_A,FournB,10279,True,5,441.18,419.78,146.911,150.135,111.306,113.473,816.89,1080.19,151.79,151.57,177.33,177.3,28.11,3.68,278,243,M2224,3M1L2A_C,28.4938,125.016,0.00414,OK,OK,OK,OK,-0.0062,0.016,0.00414,normal,842.85,816.26,807.91,817.96,1097.33,1092.25,1075.62,1065.87,41.6416,41.5791,-0.0625,18.2168,18.1527,-0.0641,46.7184,46.8045,0.0861,43.4669,43.4977,0.0308,16.856,16.8531,-0.0029,38.965,38.9312,-0.0338,28.7132,28.6673,-0.0459,33.5432,33.5835,0.0403,13.4566,13.4615,0.0049,43.106,43.0322,-0.0738,31.7853,31.7068,-0.0785,28.5462,28.6219,0.0757,16.3225,16.2973,-0.0252,38.1765,38.197,0.0205,44.8316,44.8735,0.0419,12.7675,12.8102,0.0427,18.1979,18.2797,0.0818,33.2307,33.1631,-0.0676,47.0275,46.9413,-0.0862,45.2377,45.2589,0.0212,24.5494,24.5498,0.0004
2026-05-10 19:22:52,PIECE_A,FournA,10280,False,5,544.83,525.12,81.792,79.469,118.899,121.316,1167.17,826.3,154.42,153.49,124.83,124.03,25.76,6.23,279,244,M2225,3M1L2A_C,28.5079,124.959,0.00026,OK,OK,OK,OK,0.0079,-0.041,0.00026,normal,1180.0,1147.28,1180.0,1173.4,816.47,827.4,806.48,818.58,46.9602,46.9611,0.0009,36.2429,36.2557,0.0128,44.9303,45.0202,0.0899,33.4509,33.377,-0.0739,26.9331,26.944,0.0109,21.2822,21.2129,-0.0693,18.49,18.5857,0.0957,42.252,42.2742,0.0222,46.4993,46.4576,-0.0417,46.7594,46.8186,0.0592,13.7863,13.784,-0.0023,18.0498,18.0569,0.0071,14.5728,14.6212,0.0484,43.6593,43.7287,0.0694,16.6259,16.6168,-0.0091,30.0201,30.057,0.0369,26.6176,26.5552,-0.0624,20.5465,20.4486,-0.0979,23.2253,23.1707,-0.0546,35.4682,35.4354,-0.0328,21.654,21.5981,-0.0559
2026-05-10 19:22:57,PIECE_A,FournA,10281,False,4,475.9,497.5,56.776,56.002,107.395,105.484,1118.95,1194.75,175.91,176.25,144.11,145.12,23.64,7.84,280,245,M2225,3M1L3A_C,28.4921,125.009,0.00464,OK,OK,OK,OK,-0.0079,0.009,0.00464,normal,1124.15,1080.9,1111.31,1098.02,1180.0,1180.0,1180.0,1163.71,23.6227,23.6235,0.0008,34.3974,34.4781,0.0807,21.2282,21.1652,-0.063,24.5101,24.5178,0.0077,15.6742,15.5747,-0.0995,36.0419,36.0575,0.0156,43.6205,43.6928,0.0723,18.3636,18.3949,0.0313,13.4676,13.5627,0.0951,33.5693,33.5064,-0.0629,30.795,30.828,0.033,23.593,23.5665,-0.0265,16.5081,16.5687,0.0606,17.179,17.1297,-0.0493,38.0953,38.0573,-0.038,41.102,41.1178,0.0158,27.0833,27.1638,0.0805,47.5403,47.6322,0.0919,36.1709,36.1078,-0.0631,17.2854,17.2391,-0.0463,41.2341,41.2003,-0.0338
2026-05-10 19:23:02,PIECE_A,FournC,10282,False,1,443.21,429.49,62.233,63.97,56.441,57.484,1022.49,1039.23,153.86,154.59,166.93,168.32,22.81,4.3,281,246,M2224,3M1L1A_C,28.496,124.998,0.01124,OK,OK,OK,OK,-0.004,-0.002,0.01124,derive_1,1006.82,1013.35,1013.84,1015.14,1053.12,1022.91,1054.43,1045.88,16.0483,15.9758,-0.0725,13.1019,13.1456,0.0437,32.7579,32.6845,-0.0734,24.4514,24.3666,-0.0848,35.6931,35.7044,0.0113,21.5238,21.5215,-0.0023,31.8272,31.8281,0.0009,32.8931,32.9816,0.0885,13.2401,13.1478,-0.0923,47.8908,47.7976,-0.0932,30.3438,30.3628,0.019,13.8266,13.7631,-0.0635,22.8966,22.9383,0.0417,34.4308,34.4852,0.0544,32.1611,32.184,0.0229,43.0445,43.1272,0.0827,43.5501,43.5227,-0.0274,19.8071,19.7594,-0.0477,34.6506,34.6754,0.0248,43.9993,44.0059,0.0066,30.9564,30.889,-0.0674
2026-05-10 19:23:07,PIECE_A,FournC,10283,False,4,497.5,477.25,90.595,89.527,124.425,121.659,824.2,839.51,185.07,185.23,123.39,122.74,24.03,2.73,282,247,M2225,3M1L1A_C,28.4716,124.971,0.00719,OK,OK,OK,OK,-0.0284,-0.029,0.00719,derive_2,800.07,818.7,830.65,826.72,840.11,845.85,844.0,850.55,23.224,23.1345,-0.0895,36.1496,36.0921,-0.0575,24.1022,24.1085,0.0063,46.2024,46.2599,0.0575,28.0177,28.098,0.0803,43.885,43.9079,0.0229,43.6743,43.6574,-0.0169,39.3128,39.3832,0.0704,19.3618,19.3865,0.0247,17.526,17.4402,-0.0858,32.5498,32.6255,0.0757,13.342,13.3484,0.0064,32.6454,32.5597,-0.0857,47.7569,47.8227,0.0658,45.0454,44.9952,-0.0502,46.6242,46.7046,0.0804,20.9172,20.887,-0.0302,13.6237,13.5297,-0.094,14.3907,14.4123,0.0216,37.5149,37.443,-0.0719,16.332,16.2771,-0.0549
2026-05-10 19:23:12,PIECE_A,FournA,10284,False,3,558.85,583.26,72.512,72.174,122.385,120.774,1056.11,945.85,178.35,177.93,139.33,139.04,18.32,4.1,283,248,M2224,3M1L3A_C,28.4764,125.005,0.00722,OK,OK,OK,OK,-0.0236,0.005,0.00722,derive_3,1031.3,1030.03,1048.37,1018.3,968.65,923.11,931.3,909.85,40.7859,40.7681,-0.0178,43.7517,43.7878,0.0361,36.7284,36.8254,0.097,37.4766,37.5603,0.0837,32.2581,32.2533,-0.0048,22.9311,22.9953,0.0642,33.8906,33.9694,0.0788,46.391,46.3412,-0.0498,17.9074,17.9837,0.0763,19.5285,19.6213,0.0928,12.7197,12.7271,0.0074,36.2183,36.1319,-0.0864,47.3268,47.3219,-0.0049,40.2143,40.2266,0.0123,25.6026,25.5627,-0.0399,25.8255,25.7398,-0.0857,36.3139,36.2335,-0.0804,12.6996,12.7945,0.0949,30.0278,29.9385,-0.0893,34.9052,34.9364,0.0312,38.4842,38.4271,-0.0571
2026-05-10 19:23:17,PIECE_A,FournC,10285,True,2,502.57,499.95,114.036,113.62,61.621,62.215,786.35,908.65,165.74,165.25,131.24,129.26,14.89,3.55,284,249,M2224,3M1L3A_C,28.4685,125.007,0.01431,OK,OK,OK,OK,-0.0315,0.007,0.01431,derive_4,776.88,793.0,781.89,766.33,894.25,913.56,904.99,880.47,19.6141,19.6533,0.0392,19.9978,19.9085,-0.0893,14.4704,14.473,0.0026,26.5092,26.6082,0.099,21.9833,21.9958,0.0125,37.0921,37.0877,-0.0044,40.8435,40.8049,-0.0386,14.3508,14.4365,0.0857,30.6965,30.6579,-0.0386,13.0255,13.0081,-0.0174,24.558,24.6432,0.0852,47.0956,47.0203,-0.0753,32.8703,32.8252,-0.0451,28.5807,28.6271,0.0464,31.0927,31.0305,-0.0622,17.3202,17.2709,-0.0493,18.3238,18.247,-0.0768,30.1119,30.0187,-0.0932,28.6979,28.6039,-0.094,17.7032,17.7511,0.0479,30.1861,30.138,-0.0481
2026-05-10 19:23:22,PIECE_A,FournC,10286,False,5,590.97,575.71,121.587,124.995,135.641,139.492,787.85,787.68,186.62,188.23,130.76,131.47,27.51,5.23,285,250,M2224,3M1L2A_C,28.461,125.013,0.02649,OK,OK,OK,OK,-0.039,0.013,0.02649,derive_5,760.01,761.48,805.64,801.51,781.24,800.61,813.27,762.56,38.6323,38.673,0.0407,45.984,45.934,-0.05,35.8796,35.8326,-0.047,16.521,16.4441,-0.0769,29.9622,30.0254,0.0632,21.1479,21.1705,0.0226,21.4057,21.3465,-0.0592,34.0051,34.0229,0.0178,15.713,15.801,0.088,12.4168,12.4392,0.0224,14.5403,14.5756,0.0353,39.0895,39.1015,0.012,37.2314,37.214,-0.0174,15.2931,15.2335,-0.0596,16.7446,16.7542,0.0096,42.0948,42.1628,0.068,34.9569,34.9958,0.0389,14.0585,13.995,-0.0635,38.2958,38.2533,-0.0425,36.625,36.6117,-0.0133,42.2166,42.2377,0.0211
2026-05-10 19:23:27,PIECE_A,FournC,10287,False,3,573.17,574.09,91.003,89.561,65.941,66.846,1111.69,1170.7,189.94,190.01,129.86,131.37,18.57,6.59,286,250,M2225,3M1L1A_C,28.448,125.021,0.01965,NOK,OK,OK,NOK,-0.052,0.021,0.01965,derive_6,1103.51,1117.57,1088.62,1145.76,1149.06,1180.0,1180.0,1180.0,17.7467,17.6508,-0.0959,23.9745,23.8979,-0.0766,17.9573,17.9326,-0.0247,30.2423,30.2469,0.0046,16.3635,16.2662,-0.0973,32.4714,32.4049,-0.0665,15.0063,14.911,-0.0953,20.2113,20.1331,-0.0782,34.7336,34.7429,0.0093,22.5257,22.4969,-0.0288,23.31,23.2697,-0.0403,18.0354,18.0572,0.0218,43.5994,43.6144,0.015,13.2032,13.1279,-0.0753,17.2919,17.246,-0.0459,29.5956,29.6166,0.021,16.9745,16.991,0.0165,32.5053,32.5081,0.0028,31.4517,31.4807,0.029,40.6041,40.6956,0.0915,23.659,23.6417,-0.0173
2026-05-10 19:23:32,PIECE_A,FournC,10288,False,2,512.29,502.62,144.858,146.64,72.965,72.413,1043.98,968.84,199.28,200.77,126.14,126.9,23.94,5.07,287,250,M2224,3M1L2A_C,28.4374,124.962,0.02435,NOK,OK,OK,NOK,-0.0626,-0.038,0.02435,derive_7,1039.91,1068.38,1051.53,1022.55,957.69,969.96,967.35,945.31,36.2268,36.1987,-0.0281,16.0302,15.9524,-0.0778,40.1903,40.1273,-0.063,17.5816,17.6161,0.0345,42.7051,42.7699,0.0648,27.1823,27.1206,-0.0617,19.594,19.5864,-0.0076,43.4145,43.3989,-0.0156,15.8735,15.8481,-0.0254,29.8603,29.8734,0.0131,26.5917,26.4992,-0.0925,31.1707,31.1259,-0.0448,28.458,28.4973,0.0393,22.3975,22.4348,0.0373,18.3893,18.4487,0.0594,25.8943,25.8696,-0.0247,27.7309,27.7898,0.0589,40.0445,40.1324,0.0879,43.0851,43.1775,0.0924,20.0932,20.0961,0.0029,27.6008,27.5926,-0.0082
2026-05-10 19:23:37,PIECE_A,FournA,10289,False,3,529.38,546.02,53.727,52.8,69.906,71.266,1074.84,1095.55,165.81,166.13,166.18,165.24,14.88,3.34,288,250,M2225,3M1L2A_C,28.4329,125.021,0.01864,NOK,OK,OK,NOK,-0.0671,0.021,0.01864,derive_8,1052.85,1054.62,1076.71,1056.0,1101.02,1076.73,1123.27,1105.32,38.0574,38.0905,0.0331,33.4935,33.4596,-0.0339,34.4968,34.4507,-0.0461,14.9867,15.0309,0.0442,47.3019,47.2982,-0.0037,12.8518,12.8465,-0.0053,34.7684,34.7259,-0.0425,22.3288,22.4286,0.0998,19.9852,20.0355,0.0503,20.5257,20.4492,-0.0765,13.1408,13.1125,-0.0283,45.647,45.6515,0.0045,44.5476,44.5291,-0.0185,34.2085,34.1977,-0.0108,16.9108,16.8367,-0.0741,20.289,20.307,0.018,45.9125,45.9533,0.0408,40.7837,40.7406,-0.0431,32.2663,32.2022,-0.0641,19.451,19.4706,0.0196,38.6304,38.6363,0.0059
